tweet,location
"Talking about traffic in T Nagar, Hyderabad. Quite interesting!",HYDERABAD
"Talking about food in Salt Lake, Ahmedabad. Quite interesting!",ahmedabad
"Talking about traffic in Andheri, Hyderabad. Quite interesting!",HYDERABAD
"Talking about movies in T Nagar, Pune. Quite interesting!",
"Talking about weather in Banjara Hills, Delhi. Quite interesting!",
"Talking about event in T Nagar, Mumbai. Quite interesting!","Mumbai, India"
"Talking about food in Indiranagar, Pune. Quite interesting!","Pune, India"
"Talking about traffic in Banjara Hills, Mumbai. Quite interesting!","Banjara Hills, Mumbai"
"Talking about traffic in T Nagar, Bangalore. Quite interesting!",
"Talking about technology in Andheri, Ahmedabad. Quite interesting!",
"Talking about sports in Indiranagar, Chennai. Quite interesting!",chennai
"Talking about sports in T Nagar, Bangalore. Quite interesting!",BANGALORE
"Talking about event in Navrangpura, Kolkata. Quite interesting!",
"Talking about technology in Salt Lake, Bangalore. Quite interesting!","Bangalore, India"
"Talking about traffic in Koregaon Park, Ahmedabad. Quite interesting!",AHMEDABAD
"Talking about weather in Andheri, Mumbai. Quite interesting!","Mumbai, India"
"Talking about food in T Nagar, Kolkata. Quite interesting!","Kolkata, India"
"Talking about weather in Koregaon Park, Chennai. Quite interesting!",Chennai 
"Talking about food in Koregaon Park, Kolkata. Quite interesting!","Kolkata, India"
"Talking about weather in Indiranagar, Ahmedabad. Quite interesting!","Indiranagar, Ahmedabad"
"Talking about weather in Salt Lake, Pune. Quite interesting!",
"Talking about event in Koregaon Park, Hyderabad. Quite interesting!",
"Talking about movies in Banjara Hills, Bangalore. Quite interesting!",
"Talking about movies in Banjara Hills, Hyderabad. Quite interesting!",Hyderabad 
"Talking about traffic in Koregaon Park, Chennai. Quite interesting!",
"Talking about weather in Salt Lake, Pune. Quite interesting!","Pune, India"
"Talking about food in Navrangpura, Ahmedabad. Quite interesting!",AHMEDABAD
"Talking about event in Navrangpura, Delhi. Quite interesting!","Navrangpura, Delhi"
"Talking about weather in Connaught Place, Bangalore. Quite interesting!","Bangalore, India"
"Talking about traffic in Koregaon Park, Delhi. Quite interesting!",delhi
"Talking about event in Navrangpura, Kolkata. Quite interesting!",Kolkata 
"Talking about movies in Koregaon Park, Ahmedabad. Quite interesting!",
"Talking about traffic in Navrangpura, Chennai. Quite interesting!",chennai
"Talking about traffic in Koregaon Park, Chennai. Quite interesting!",
"Talking about weather in Banjara Hills, Delhi. Quite interesting!",Delhi 
"Talking about traffic in Navrangpura, Chennai. Quite interesting!",Chennai 
"Talking about traffic in Indiranagar, Delhi. Quite interesting!",Delhi 
"Talking about sports in Koregaon Park, Ahmedabad. Quite interesting!",AHMEDABAD
"Talking about traffic in T Nagar, Kolkata. Quite interesting!","T Nagar, Kolkata"
"Talking about traffic in Andheri, Chennai. Quite interesting!","Andheri, Chennai"
"Talking about weather in Indiranagar, Kolkata. Quite interesting!","Indiranagar, Kolkata"
"Talking about traffic in Koregaon Park, Ahmedabad. Quite interesting!",AHMEDABAD
"Talking about event in Navrangpura, Delhi. Quite interesting!",Delhi 
"Talking about weather in Connaught Place, Chennai. Quite interesting!","Chennai, India"
"Talking about food in Connaught Place, Mumbai. Quite interesting!",mumbai
"Talking about food in T Nagar, Hyderabad. Quite interesting!",HYDERABAD
"Talking about movies in Navrangpura, Pune. Quite interesting!",
"Talking about technology in Navrangpura, Pune. Quite interesting!",Pune 
"Talking about technology in Salt Lake, Delhi. Quite interesting!","Salt Lake, Delhi"
"Talking about technology in Banjara Hills, Bangalore. Quite interesting!","Banjara Hills, Bangalore"
"Talking about event in Banjara Hills, Delhi. Quite interesting!",delhi
"Talking about technology in Connaught Place, Mumbai. Quite interesting!","Connaught Place, Mumbai"
"Talking about movies in Connaught Place, Ahmedabad. Quite interesting!","Connaught Place, Ahmedabad"
"Talking about weather in Connaught Place, Chennai. Quite interesting!",Chennai 
"Talking about traffic in Andheri, Kolkata. Quite interesting!","Andheri, Kolkata"
"Talking about movies in Andheri, Pune. Quite interesting!",Pune 
"Talking about movies in Connaught Place, Pune. Quite interesting!",pune
"Talking about food in Andheri, Delhi. Quite interesting!",DELHI
"Talking about sports in Koregaon Park, Pune. Quite interesting!",
"Talking about event in Andheri, Mumbai. Quite interesting!",mumbai
"Talking about food in Navrangpura, Bangalore. Quite interesting!",
"Talking about weather in Koregaon Park, Kolkata. Quite interesting!","Kolkata, India"
"Talking about technology in Connaught Place, Kolkata. Quite interesting!","Connaught Place, Kolkata"
"Talking about movies in T Nagar, Mumbai. Quite interesting!","T Nagar, Mumbai"
"Talking about technology in Andheri, Pune. Quite interesting!","Pune, India"
"Talking about traffic in Koregaon Park, Bangalore. Quite interesting!","Bangalore, India"
"Talking about weather in T Nagar, Chennai. Quite interesting!",
"Talking about technology in Koregaon Park, Chennai. Quite interesting!","Koregaon Park, Chennai"
"Talking about sports in Connaught Place, Chennai. Quite interesting!",
"Talking about technology in T Nagar, Hyderabad. Quite interesting!","T Nagar, Hyderabad"
"Talking about movies in Banjara Hills, Hyderabad. Quite interesting!",
"Talking about technology in Connaught Place, Bangalore. Quite interesting!","Bangalore, India"
"Talking about technology in Indiranagar, Kolkata. Quite interesting!",KOLKATA
"Talking about event in Andheri, Mumbai. Quite interesting!",Mumbai 
"Talking about sports in Connaught Place, Bangalore. Quite interesting!","Connaught Place, Bangalore"
"Talking about movies in Koregaon Park, Mumbai. Quite interesting!",mumbai
"Talking about weather in Banjara Hills, Kolkata. Quite interesting!",KOLKATA
"Talking about sports in Navrangpura, Pune. Quite interesting!",PUNE
"Talking about movies in Koregaon Park, Kolkata. Quite interesting!",Kolkata 
"Talking about event in Navrangpura, Delhi. Quite interesting!",DELHI
"Talking about traffic in Koregaon Park, Delhi. Quite interesting!","Delhi, India"
"Talking about sports in Salt Lake, Kolkata. Quite interesting!",Kolkata 
"Talking about technology in Connaught Place, Bangalore. Quite interesting!","Connaught Place, Bangalore"
"Talking about sports in Navrangpura, Chennai. Quite interesting!","Navrangpura, Chennai"
"Talking about sports in Banjara Hills, Delhi. Quite interesting!",Delhi 
"Talking about movies in Connaught Place, Hyderabad. Quite interesting!",Hyderabad 
"Talking about event in Navrangpura, Bangalore. Quite interesting!",BANGALORE
"Talking about weather in T Nagar, Bangalore. Quite interesting!",Bangalore 
"Talking about sports in Salt Lake, Chennai. Quite interesting!","Chennai, India"
"Talking about weather in Koregaon Park, Ahmedabad. Quite interesting!","Ahmedabad, India"
"Talking about technology in Andheri, Ahmedabad. Quite interesting!",AHMEDABAD
"Talking about food in Indiranagar, Pune. Quite interesting!",
"Talking about weather in Connaught Place, Mumbai. Quite interesting!",MUMBAI
"Talking about sports in Navrangpura, Delhi. Quite interesting!","Navrangpura, Delhi"
"Talking about food in Connaught Place, Ahmedabad. Quite interesting!",Ahmedabad 
"Talking about event in Navrangpura, Ahmedabad. Quite interesting!","Ahmedabad, India"
"Talking about traffic in Connaught Place, Pune. Quite interesting!",
"Talking about sports in Navrangpura, Hyderabad. Quite interesting!",hyderabad
"Talking about movies in Indiranagar, Delhi. Quite interesting!",Delhi 
"Talking about movies in Andheri, Bangalore. Quite interesting!",bangalore
"Talking about weather in T Nagar, Pune. Quite interesting!",PUNE
"Talking about food in Indiranagar, Mumbai. Quite interesting!",Mumbai 
"Talking about technology in T Nagar, Bangalore. Quite interesting!",Bangalore 
"Talking about weather in Andheri, Bangalore. Quite interesting!","Andheri, Bangalore"
"Talking about food in Andheri, Hyderabad. Quite interesting!",hyderabad
"Talking about event in Salt Lake, Mumbai. Quite interesting!",MUMBAI
"Talking about sports in Navrangpura, Ahmedabad. Quite interesting!","Navrangpura, Ahmedabad"
"Talking about event in Banjara Hills, Ahmedabad. Quite interesting!","Ahmedabad, India"
"Talking about technology in Salt Lake, Pune. Quite interesting!","Pune, India"
"Talking about traffic in Banjara Hills, Hyderabad. Quite interesting!","Banjara Hills, Hyderabad"
"Talking about technology in Koregaon Park, Kolkata. Quite interesting!",
"Talking about event in Andheri, Delhi. Quite interesting!","Delhi, India"
"Talking about movies in Andheri, Hyderabad. Quite interesting!",hyderabad
"Talking about traffic in Navrangpura, Hyderabad. Quite interesting!",Hyderabad 
"Talking about technology in Navrangpura, Ahmedabad. Quite interesting!",
"Talking about traffic in Connaught Place, Chennai. Quite interesting!","Chennai, India"
"Talking about event in Connaught Place, Mumbai. Quite interesting!","Connaught Place, Mumbai"
"Talking about food in Connaught Place, Ahmedabad. Quite interesting!",
"Talking about movies in Salt Lake, Pune. Quite interesting!",
"Talking about weather in Salt Lake, Bangalore. Quite interesting!",bangalore
"Talking about weather in Banjara Hills, Chennai. Quite interesting!",Chennai 
"Talking about sports in Connaught Place, Delhi. Quite interesting!","Connaught Place, Delhi"
"Talking about movies in Indiranagar, Ahmedabad. Quite interesting!",AHMEDABAD
"Talking about sports in Koregaon Park, Ahmedabad. Quite interesting!",ahmedabad
"Talking about technology in Banjara Hills, Delhi. Quite interesting!",
"Talking about event in Indiranagar, Bangalore. Quite interesting!",Bangalore 
"Talking about sports in Koregaon Park, Kolkata. Quite interesting!","Koregaon Park, Kolkata"
"Talking about food in T Nagar, Mumbai. Quite interesting!","T Nagar, Mumbai"
"Talking about event in Andheri, Pune. Quite interesting!","Andheri, Pune"
"Talking about traffic in Salt Lake, Hyderabad. Quite interesting!",HYDERABAD
"Talking about traffic in Indiranagar, Delhi. Quite interesting!",DELHI
"Talking about sports in Connaught Place, Delhi. Quite interesting!",Delhi 
"Talking about technology in T Nagar, Bangalore. Quite interesting!",
"Talking about traffic in Koregaon Park, Mumbai. Quite interesting!",mumbai
"Talking about movies in Banjara Hills, Mumbai. Quite interesting!",mumbai
"Talking about food in Andheri, Kolkata. Quite interesting!",Kolkata 
"Talking about movies in Banjara Hills, Kolkata. Quite interesting!","Banjara Hills, Kolkata"
"Talking about event in Connaught Place, Mumbai. Quite interesting!","Connaught Place, Mumbai"
"Talking about traffic in Salt Lake, Ahmedabad. Quite interesting!",Ahmedabad 
"Talking about weather in Indiranagar, Mumbai. Quite interesting!",MUMBAI
"Talking about movies in Banjara Hills, Hyderabad. Quite interesting!","Banjara Hills, Hyderabad"
"Talking about weather in Andheri, Kolkata. Quite interesting!",Kolkata 
"Talking about event in Banjara Hills, Kolkata. Quite interesting!","Banjara Hills, Kolkata"
"Talking about event in Navrangpura, Pune. Quite interesting!","Navrangpura, Pune"
"Talking about traffic in Connaught Place, Pune. Quite interesting!","Pune, India"
"Talking about weather in Koregaon Park, Pune. Quite interesting!",
"Talking about technology in Salt Lake, Bangalore. Quite interesting!",
"Talking about sports in Andheri, Hyderabad. Quite interesting!",HYDERABAD
"Talking about weather in Koregaon Park, Ahmedabad. Quite interesting!",ahmedabad
"Talking about sports in Andheri, Chennai. Quite interesting!","Andheri, Chennai"
"Talking about sports in T Nagar, Hyderabad. Quite interesting!",hyderabad
"Talking about food in Navrangpura, Kolkata. Quite interesting!",Kolkata 
"Talking about movies in Connaught Place, Chennai. Quite interesting!","Chennai, India"
"Talking about event in Salt Lake, Chennai. Quite interesting!",Chennai 
"Talking about weather in Indiranagar, Delhi. Quite interesting!","Delhi, India"
"Talking about sports in T Nagar, Chennai. Quite interesting!",chennai
"Talking about movies in Indiranagar, Delhi. Quite interesting!",Delhi 
"Talking about technology in Koregaon Park, Pune. Quite interesting!",
"Talking about technology in Andheri, Pune. Quite interesting!",Pune 
"Talking about weather in Koregaon Park, Hyderabad. Quite interesting!",Hyderabad 
"Talking about traffic in Connaught Place, Pune. Quite interesting!","Pune, India"
"Talking about weather in Salt Lake, Pune. Quite interesting!","Pune, India"
"Talking about sports in Koregaon Park, Kolkata. Quite interesting!",kolkata
"Talking about weather in Banjara Hills, Ahmedabad. Quite interesting!",
"Talking about food in Salt Lake, Chennai. Quite interesting!","Chennai, India"
"Talking about movies in Koregaon Park, Mumbai. Quite interesting!","Koregaon Park, Mumbai"
"Talking about traffic in T Nagar, Bangalore. Quite interesting!",BANGALORE
"Talking about movies in Andheri, Delhi. Quite interesting!","Delhi, India"
"Talking about event in T Nagar, Bangalore. Quite interesting!",Bangalore 
"Talking about event in T Nagar, Mumbai. Quite interesting!",mumbai
"Talking about food in Indiranagar, Kolkata. Quite interesting!",KOLKATA
"Talking about weather in Banjara Hills, Kolkata. Quite interesting!",KOLKATA
"Talking about movies in Salt Lake, Chennai. Quite interesting!","Chennai, India"
"Talking about movies in Banjara Hills, Bangalore. Quite interesting!","Bangalore, India"
"Talking about food in T Nagar, Chennai. Quite interesting!",
"Talking about sports in Salt Lake, Ahmedabad. Quite interesting!",Ahmedabad 
"Talking about weather in Indiranagar, Chennai. Quite interesting!",CHENNAI
"Talking about weather in Navrangpura, Mumbai. Quite interesting!","Mumbai, India"
"Talking about weather in Koregaon Park, Hyderabad. Quite interesting!",
"Talking about movies in T Nagar, Mumbai. Quite interesting!",Mumbai 
"Talking about event in Connaught Place, Bangalore. Quite interesting!","Bangalore, India"
"Talking about food in Koregaon Park, Delhi. Quite interesting!",
"Talking about technology in Salt Lake, Hyderabad. Quite interesting!",
"Talking about weather in Navrangpura, Ahmedabad. Quite interesting!","Navrangpura, Ahmedabad"
"Talking about weather in Banjara Hills, Bangalore. Quite interesting!",bangalore
"Talking about sports in Koregaon Park, Kolkata. Quite interesting!","Kolkata, India"
"Talking about movies in Indiranagar, Ahmedabad. Quite interesting!",ahmedabad
"Talking about food in Salt Lake, Hyderabad. Quite interesting!",HYDERABAD
"Talking about technology in Koregaon Park, Bangalore. Quite interesting!",
"Talking about food in T Nagar, Bangalore. Quite interesting!",bangalore
"Talking about weather in Salt Lake, Delhi. Quite interesting!",DELHI
"Talking about food in T Nagar, Kolkata. Quite interesting!",
"Talking about food in Connaught Place, Bangalore. Quite interesting!",
"Talking about weather in Navrangpura, Hyderabad. Quite interesting!",Hyderabad 
"Talking about traffic in Navrangpura, Mumbai. Quite interesting!",Mumbai 
"Talking about technology in Salt Lake, Ahmedabad. Quite interesting!","Salt Lake, Ahmedabad"
"Talking about event in Banjara Hills, Chennai. Quite interesting!",CHENNAI
"Talking about traffic in Navrangpura, Pune. Quite interesting!",Pune 
"Talking about event in Navrangpura, Pune. Quite interesting!",
"Talking about weather in Salt Lake, Bangalore. Quite interesting!",bangalore
"Talking about event in Connaught Place, Mumbai. Quite interesting!",
"Talking about sports in Andheri, Ahmedabad. Quite interesting!",Ahmedabad 
"Talking about traffic in Koregaon Park, Chennai. Quite interesting!","Chennai, India"
"Talking about traffic in Navrangpura, Ahmedabad. Quite interesting!",
"Talking about sports in T Nagar, Pune. Quite interesting!","T Nagar, Pune"
"Talking about sports in Banjara Hills, Pune. Quite interesting!",PUNE
"Talking about food in Andheri, Bangalore. Quite interesting!",bangalore
"Talking about technology in T Nagar, Kolkata. Quite interesting!",
"Talking about weather in Indiranagar, Ahmedabad. Quite interesting!",
"Talking about movies in Connaught Place, Kolkata. Quite interesting!","Kolkata, India"
"Talking about technology in Indiranagar, Pune. Quite interesting!","Pune, India"
"Talking about movies in Connaught Place, Bangalore. Quite interesting!",BANGALORE
"Talking about traffic in Andheri, Kolkata. Quite interesting!","Kolkata, India"
"Talking about traffic in Indiranagar, Chennai. Quite interesting!",CHENNAI
"Talking about movies in Navrangpura, Kolkata. Quite interesting!",Kolkata 
"Talking about technology in Andheri, Hyderabad. Quite interesting!",
"Talking about technology in Koregaon Park, Kolkata. Quite interesting!",KOLKATA
"Talking about movies in Salt Lake, Chennai. Quite interesting!",Chennai 
"Talking about movies in Navrangpura, Ahmedabad. Quite interesting!",AHMEDABAD
"Talking about technology in Navrangpura, Hyderabad. Quite interesting!",Hyderabad 
"Talking about weather in Navrangpura, Hyderabad. Quite interesting!","Navrangpura, Hyderabad"
"Talking about weather in Connaught Place, Mumbai. Quite interesting!",Mumbai 
"Talking about movies in Connaught Place, Bangalore. Quite interesting!",bangalore
"Talking about event in Koregaon Park, Hyderabad. Quite interesting!",Hyderabad 
"Talking about traffic in Banjara Hills, Pune. Quite interesting!",pune
"Talking about event in Koregaon Park, Mumbai. Quite interesting!",
"Talking about sports in Connaught Place, Chennai. Quite interesting!","Chennai, India"
"Talking about event in Indiranagar, Chennai. Quite interesting!","Indiranagar, Chennai"
"Talking about sports in Salt Lake, Bangalore. Quite interesting!","Bangalore, India"
"Talking about traffic in Connaught Place, Mumbai. Quite interesting!",Mumbai 
"Talking about movies in Navrangpura, Mumbai. Quite interesting!",mumbai
"Talking about technology in Andheri, Ahmedabad. Quite interesting!","Ahmedabad, India"
"Talking about technology in Banjara Hills, Hyderabad. Quite interesting!","Hyderabad, India"
"Talking about weather in T Nagar, Delhi. Quite interesting!",
"Talking about event in Connaught Place, Bangalore. Quite interesting!",BANGALORE
"Talking about technology in Navrangpura, Pune. Quite interesting!","Navrangpura, Pune"
"Talking about technology in Navrangpura, Chennai. Quite interesting!",CHENNAI
"Talking about event in Salt Lake, Kolkata. Quite interesting!",kolkata
"Talking about weather in Indiranagar, Hyderabad. Quite interesting!",HYDERABAD
"Talking about technology in Indiranagar, Ahmedabad. Quite interesting!",ahmedabad
"Talking about sports in Salt Lake, Chennai. Quite interesting!","Chennai, India"
"Talking about weather in Connaught Place, Delhi. Quite interesting!","Delhi, India"
"Talking about food in Banjara Hills, Chennai. Quite interesting!","Chennai, India"
"Talking about technology in Andheri, Hyderabad. Quite interesting!","Andheri, Hyderabad"
"Talking about weather in Koregaon Park, Kolkata. Quite interesting!","Koregaon Park, Kolkata"
"Talking about technology in Andheri, Chennai. Quite interesting!","Andheri, Chennai"
"Talking about traffic in Navrangpura, Bangalore. Quite interesting!",Bangalore 
"Talking about movies in Indiranagar, Delhi. Quite interesting!","Delhi, India"
"Talking about technology in Connaught Place, Chennai. Quite interesting!","Chennai, India"
"Talking about weather in Connaught Place, Ahmedabad. Quite interesting!",ahmedabad
"Talking about movies in Andheri, Chennai. Quite interesting!",Chennai 
"Talking about traffic in T Nagar, Bangalore. Quite interesting!",BANGALORE
"Talking about sports in Indiranagar, Ahmedabad. Quite interesting!",ahmedabad
"Talking about weather in Navrangpura, Bangalore. Quite interesting!",Bangalore 
"Talking about weather in Indiranagar, Pune. Quite interesting!","Indiranagar, Pune"
"Talking about weather in Banjara Hills, Kolkata. Quite interesting!",
"Talking about sports in Salt Lake, Delhi. Quite interesting!","Delhi, India"
"Talking about weather in Salt Lake, Mumbai. Quite interesting!",Mumbai 
"Talking about food in Andheri, Hyderabad. Quite interesting!",
"Talking about technology in Indiranagar, Bangalore. Quite interesting!",Bangalore 
"Talking about event in Banjara Hills, Delhi. Quite interesting!",delhi
"Talking about weather in Koregaon Park, Delhi. Quite interesting!",
"Talking about food in Andheri, Ahmedabad. Quite interesting!",
"Talking about technology in Navrangpura, Chennai. Quite interesting!",Chennai 
"Talking about food in Connaught Place, Pune. Quite interesting!","Connaught Place, Pune"
"Talking about traffic in Andheri, Chennai. Quite interesting!","Chennai, India"
"Talking about weather in Connaught Place, Mumbai. Quite interesting!",MUMBAI
"Talking about technology in Andheri, Bangalore. Quite interesting!","Bangalore, India"
"Talking about weather in Indiranagar, Bangalore. Quite interesting!",Bangalore 
"Talking about traffic in Banjara Hills, Chennai. Quite interesting!",Chennai 
"Talking about traffic in Connaught Place, Delhi. Quite interesting!",Delhi 
"Talking about weather in Andheri, Kolkata. Quite interesting!",
"Talking about event in Koregaon Park, Pune. Quite interesting!",PUNE
"Talking about food in Navrangpura, Mumbai. Quite interesting!","Mumbai, India"
"Talking about weather in T Nagar, Kolkata. Quite interesting!","Kolkata, India"
"Talking about traffic in Banjara Hills, Pune. Quite interesting!",Pune 
"Talking about weather in Connaught Place, Bangalore. Quite interesting!","Bangalore, India"
"Talking about food in Connaught Place, Chennai. Quite interesting!",
"Talking about event in Andheri, Delhi. Quite interesting!",delhi
"Talking about technology in Navrangpura, Bangalore. Quite interesting!",Bangalore 
"Talking about traffic in Koregaon Park, Delhi. Quite interesting!","Koregaon Park, Delhi"
"Talking about food in Banjara Hills, Pune. Quite interesting!","Pune, India"
"Talking about traffic in Salt Lake, Delhi. Quite interesting!",
"Talking about technology in Banjara Hills, Pune. Quite interesting!","Pune, India"
"Talking about sports in Indiranagar, Kolkata. Quite interesting!",
"Talking about event in Navrangpura, Kolkata. Quite interesting!","Navrangpura, Kolkata"
"Talking about food in Koregaon Park, Kolkata. Quite interesting!",kolkata
"Talking about sports in Salt Lake, Bangalore. Quite interesting!","Salt Lake, Bangalore"
"Talking about food in Connaught Place, Ahmedabad. Quite interesting!","Ahmedabad, India"
"Talking about sports in Indiranagar, Delhi. Quite interesting!",DELHI
"Talking about sports in Koregaon Park, Hyderabad. Quite interesting!","Hyderabad, India"
"Talking about movies in Navrangpura, Kolkata. Quite interesting!","Kolkata, India"
"Talking about sports in Koregaon Park, Ahmedabad. Quite interesting!",AHMEDABAD
"Talking about technology in Connaught Place, Hyderabad. Quite interesting!","Hyderabad, India"
"Talking about event in Koregaon Park, Chennai. Quite interesting!","Koregaon Park, Chennai"
"Talking about sports in Andheri, Bangalore. Quite interesting!",bangalore
"Talking about food in Indiranagar, Ahmedabad. Quite interesting!","Ahmedabad, India"
"Talking about sports in Andheri, Chennai. Quite interesting!",
"Talking about sports in Andheri, Mumbai. Quite interesting!",mumbai
"Talking about technology in Andheri, Ahmedabad. Quite interesting!",Ahmedabad 
"Talking about movies in Koregaon Park, Pune. Quite interesting!","Pune, India"
"Talking about event in Koregaon Park, Mumbai. Quite interesting!",mumbai
"Talking about sports in Banjara Hills, Kolkata. Quite interesting!","Banjara Hills, Kolkata"
"Talking about event in Indiranagar, Delhi. Quite interesting!",
"Talking about weather in T Nagar, Delhi. Quite interesting!","Delhi, India"
"Talking about event in Navrangpura, Delhi. Quite interesting!",delhi
"Talking about weather in Navrangpura, Delhi. Quite interesting!",Delhi 
"Talking about technology in Indiranagar, Delhi. Quite interesting!","Indiranagar, Delhi"
"Talking about weather in Salt Lake, Ahmedabad. Quite interesting!","Salt Lake, Ahmedabad"
"Talking about weather in Navrangpura, Pune. Quite interesting!",pune
"Talking about technology in Banjara Hills, Chennai. Quite interesting!",Chennai 
"Talking about weather in Indiranagar, Pune. Quite interesting!",pune
"Talking about weather in Banjara Hills, Mumbai. Quite interesting!","Mumbai, India"
"Talking about technology in Connaught Place, Mumbai. Quite interesting!",Mumbai 
"Talking about technology in Andheri, Pune. Quite interesting!","Pune, India"
"Talking about traffic in Salt Lake, Delhi. Quite interesting!",
"Talking about weather in Andheri, Ahmedabad. Quite interesting!",AHMEDABAD
"Talking about movies in Banjara Hills, Ahmedabad. Quite interesting!",Ahmedabad 
"Talking about event in Connaught Place, Bangalore. Quite interesting!",Bangalore 
"Talking about weather in Banjara Hills, Chennai. Quite interesting!",Chennai 
"Talking about food in Andheri, Kolkata. Quite interesting!",KOLKATA
"Talking about sports in Navrangpura, Kolkata. Quite interesting!",kolkata
"Talking about food in Banjara Hills, Kolkata. Quite interesting!",KOLKATA
"Talking about technology in Connaught Place, Chennai. Quite interesting!","Chennai, India"
"Talking about event in Koregaon Park, Bangalore. Quite interesting!","Koregaon Park, Bangalore"
"Talking about movies in Andheri, Delhi. Quite interesting!","Delhi, India"
"Talking about event in Andheri, Pune. Quite interesting!","Pune, India"
"Talking about food in T Nagar, Mumbai. Quite interesting!",mumbai
"Talking about event in Salt Lake, Hyderabad. Quite interesting!",HYDERABAD
"Talking about technology in T Nagar, Hyderabad. Quite interesting!","Hyderabad, India"
"Talking about sports in T Nagar, Chennai. Quite interesting!",
"Talking about weather in Koregaon Park, Pune. Quite interesting!",Pune 
"Talking about weather in Koregaon Park, Chennai. Quite interesting!","Koregaon Park, Chennai"
"Talking about traffic in Salt Lake, Ahmedabad. Quite interesting!",
"Talking about movies in Navrangpura, Mumbai. Quite interesting!","Mumbai, India"
"Talking about technology in Andheri, Delhi. Quite interesting!","Delhi, India"
"Talking about sports in Indiranagar, Bangalore. Quite interesting!","Indiranagar, Bangalore"
"Talking about event in Banjara Hills, Mumbai. Quite interesting!",mumbai
"Talking about movies in Andheri, Delhi. Quite interesting!",delhi
"Talking about movies in Connaught Place, Chennai. Quite interesting!",chennai
"Talking about weather in Connaught Place, Mumbai. Quite interesting!","Connaught Place, Mumbai"
"Talking about sports in Navrangpura, Ahmedabad. Quite interesting!",
"Talking about technology in T Nagar, Chennai. Quite interesting!",chennai
"Talking about weather in Salt Lake, Kolkata. Quite interesting!","Kolkata, India"
"Talking about food in Navrangpura, Chennai. Quite interesting!",
"Talking about event in Andheri, Mumbai. Quite interesting!",MUMBAI
"Talking about sports in Indiranagar, Chennai. Quite interesting!",Chennai 
"Talking about weather in Andheri, Mumbai. Quite interesting!",mumbai
"Talking about movies in Salt Lake, Bangalore. Quite interesting!",BANGALORE
"Talking about sports in Koregaon Park, Bangalore. Quite interesting!",BANGALORE
"Talking about food in Connaught Place, Delhi. Quite interesting!",delhi
"Talking about sports in Koregaon Park, Pune. Quite interesting!",pune
"Talking about technology in Salt Lake, Pune. Quite interesting!",pune
"Talking about technology in Navrangpura, Mumbai. Quite interesting!","Mumbai, India"
"Talking about event in Banjara Hills, Bangalore. Quite interesting!","Banjara Hills, Bangalore"
"Talking about weather in Connaught Place, Pune. Quite interesting!",PUNE
"Talking about event in Salt Lake, Mumbai. Quite interesting!","Mumbai, India"
"Talking about movies in Andheri, Hyderabad. Quite interesting!","Hyderabad, India"
"Talking about traffic in Connaught Place, Kolkata. Quite interesting!","Kolkata, India"
"Talking about food in Salt Lake, Pune. Quite interesting!",
"Talking about technology in Indiranagar, Kolkata. Quite interesting!",KOLKATA
"Talking about sports in Andheri, Bangalore. Quite interesting!",BANGALORE
"Talking about food in Navrangpura, Pune. Quite interesting!",pune
"Talking about technology in Connaught Place, Bangalore. Quite interesting!","Bangalore, India"
"Talking about technology in T Nagar, Ahmedabad. Quite interesting!",ahmedabad
"Talking about food in Indiranagar, Pune. Quite interesting!",pune
"Talking about traffic in Koregaon Park, Mumbai. Quite interesting!","Mumbai, India"
"Talking about food in Navrangpura, Bangalore. Quite interesting!",Bangalore 
"Talking about weather in Andheri, Delhi. Quite interesting!",
"Talking about sports in Navrangpura, Bangalore. Quite interesting!",BANGALORE
"Talking about food in Koregaon Park, Pune. Quite interesting!",PUNE
"Talking about traffic in Koregaon Park, Bangalore. Quite interesting!",
"Talking about sports in Indiranagar, Hyderabad. Quite interesting!",HYDERABAD
"Talking about movies in Indiranagar, Chennai. Quite interesting!",chennai
"Talking about movies in Koregaon Park, Ahmedabad. Quite interesting!","Koregaon Park, Ahmedabad"
"Talking about traffic in Navrangpura, Ahmedabad. Quite interesting!",AHMEDABAD
"Talking about food in Koregaon Park, Bangalore. Quite interesting!","Bangalore, India"
"Talking about weather in T Nagar, Ahmedabad. Quite interesting!","Ahmedabad, India"
"Talking about movies in Salt Lake, Kolkata. Quite interesting!",kolkata
"Talking about weather in Koregaon Park, Kolkata. Quite interesting!",
"Talking about traffic in Navrangpura, Mumbai. Quite interesting!",
"Talking about sports in Banjara Hills, Kolkata. Quite interesting!","Kolkata, India"
"Talking about sports in Salt Lake, Kolkata. Quite interesting!",Kolkata 
"Talking about event in Salt Lake, Mumbai. Quite interesting!",
"Talking about weather in Andheri, Chennai. Quite interesting!","Chennai, India"
"Talking about food in Salt Lake, Hyderabad. Quite interesting!",HYDERABAD
"Talking about event in Navrangpura, Mumbai. Quite interesting!",
"Talking about sports in Salt Lake, Chennai. Quite interesting!","Chennai, India"
"Talking about weather in Navrangpura, Bangalore. Quite interesting!","Navrangpura, Bangalore"
"Talking about technology in Koregaon Park, Mumbai. Quite interesting!",Mumbai 
"Talking about movies in Salt Lake, Hyderabad. Quite interesting!",
"Talking about event in Koregaon Park, Kolkata. Quite interesting!",kolkata
"Talking about weather in Salt Lake, Delhi. Quite interesting!","Salt Lake, Delhi"
