post_id,user_type,review_text,likes
1518,developer,"I absolutely love this experience, it is amazing and wonderful pretty decent overall",316
1519,traveler,"I absolutely love this experience, it is amazing and wonderful totally worth the time",292
1520,traveler,"I absolutely love this experience, it is amazing and wonderful not worth the money",186
1521,developer,"This is the worst thing ever, very bad and disappointing would not try again",476
1522,developer,"This is the worst thing ever, very bad and disappointing totally worth the time",310
1523,fitness,"This is the worst thing ever, very bad and disappointing would not try again",17
1524,foodie,"I absolutely love this experience, it is amazing and wonderful pretty decent overall",289
1525,fitness,"It is okay, nothing special just average experience totally worth the time",17
1526,developer,"I absolutely love this experience, it is amazing and wonderful totally worth the time",383
1527,traveler,"It is okay, nothing special just average experience highly recommend to everyone",439
1528,student,"This is the worst thing ever, very bad and disappointing would not try again",276
1529,traveler,"This is the worst thing ever, very bad and disappointing highly recommend to everyone",48
1530,foodie,"I absolutely love this experience, it is amazing and wonderful would not try again",249
1531,developer,"This is the worst thing ever, very bad and disappointing pretty decent overall",366
1532,fitness,"It is okay, nothing special just average experience would not try again",392
1533,student,"I absolutely love this experience, it is amazing and wonderful not worth the money",50
1534,student,"This is the worst thing ever, very bad and disappointing pretty decent overall",131
1535,fitness,"It is okay, nothing special just average experience pretty decent overall",250
1536,fitness,"I absolutely love this experience, it is amazing and wonderful totally worth the time",139
1537,fitness,"This is the worst thing ever, very bad and disappointing not worth the money",68
1538,student,"I absolutely love this experience, it is amazing and wonderful totally worth the time",389
1539,fitness,"It is okay, nothing special just average experience would not try again",22
1540,traveler,"It is okay, nothing special just average experience not worth the money",231
1541,traveler,"This is the worst thing ever, very bad and disappointing highly recommend to everyone",465
1542,student,"This is the worst thing ever, very bad and disappointing pretty decent overall",36
1543,developer,"This is the worst thing ever, very bad and disappointing highly recommend to everyone",297
1544,foodie,"I absolutely love this experience, it is amazing and wonderful pretty decent overall",28
1545,foodie,"This is the worst thing ever, very bad and disappointing totally worth the time",397
1546,traveler,"I absolutely love this experience, it is amazing and wonderful not worth the money",164
1547,traveler,"I absolutely love this experience, it is amazing and wonderful pretty decent overall",19
1548,student,"I absolutely love this experience, it is amazing and wonderful not worth the money",369
1549,foodie,"It is okay, nothing special just average experience would not try again",52
1550,developer,"I absolutely love this experience, it is amazing and wonderful not worth the money",166
1551,developer,"It is okay, nothing special just average experience not worth the money",173
1552,foodie,"It is okay, nothing special just average experience would not try again",265
1553,fitness,"This is the worst thing ever, very bad and disappointing not worth the money",48
1554,traveler,"I absolutely love this experience, it is amazing and wonderful highly recommend to everyone",392
1555,developer,"This is the worst thing ever, very bad and disappointing pretty decent overall",335
1556,traveler,"This is the worst thing ever, very bad and disappointing totally worth the time",362
1557,student,"I absolutely love this experience, it is amazing and wonderful pretty decent overall",207
1558,student,"It is okay, nothing special just average experience totally worth the time",244
1559,foodie,"I absolutely love this experience, it is amazing and wonderful highly recommend to everyone",27
1560,traveler,"It is okay, nothing special just average experience highly recommend to everyone",272
1561,fitness,"It is okay, nothing special just average experience not worth the money",376
1562,traveler,"It is okay, nothing special just average experience highly recommend to everyone",412
1563,student,"It is okay, nothing special just average experience highly recommend to everyone",185
1564,fitness,"I absolutely love this experience, it is amazing and wonderful pretty decent overall",156
1565,developer,"I absolutely love this experience, it is amazing and wonderful pretty decent overall",210
1566,traveler,"This is the worst thing ever, very bad and disappointing would not try again",371
1567,fitness,"It is okay, nothing special just average experience would not try again",477
1568,traveler,"This is the worst thing ever, very bad and disappointing not worth the money",417
1569,traveler,"This is the worst thing ever, very bad and disappointing totally worth the time",399
1570,developer,"This is the worst thing ever, very bad and disappointing would not try again",474
1571,traveler,"This is the worst thing ever, very bad and disappointing would not try again",249
1572,traveler,"I absolutely love this experience, it is amazing and wonderful pretty decent overall",488
1573,developer,"I absolutely love this experience, it is amazing and wonderful pretty decent overall",65
1574,foodie,"This is the worst thing ever, very bad and disappointing not worth the money",60
1575,traveler,"This is the worst thing ever, very bad and disappointing not worth the money",88
1576,fitness,"It is okay, nothing special just average experience not worth the money",63
1577,student,"It is okay, nothing special just average experience not worth the money",36
1578,foodie,"It is okay, nothing special just average experience highly recommend to everyone",444
1579,foodie,"I absolutely love this experience, it is amazing and wonderful pretty decent overall",318
1580,fitness,"I absolutely love this experience, it is amazing and wonderful not worth the money",23
1581,traveler,"It is okay, nothing special just average experience highly recommend to everyone",191
1582,student,"I absolutely love this experience, it is amazing and wonderful pretty decent overall",411
1583,fitness,"It is okay, nothing special just average experience not worth the money",41
1584,foodie,"I absolutely love this experience, it is amazing and wonderful would not try again",441
1585,traveler,"It is okay, nothing special just average experience pretty decent overall",231
1586,fitness,"I absolutely love this experience, it is amazing and wonderful would not try again",464
1587,traveler,"I absolutely love this experience, it is amazing and wonderful pretty decent overall",268
1588,developer,"This is the worst thing ever, very bad and disappointing totally worth the time",462
1589,foodie,"It is okay, nothing special just average experience totally worth the time",338
1590,fitness,"This is the worst thing ever, very bad and disappointing pretty decent overall",236
1591,student,"It is okay, nothing special just average experience pretty decent overall",255
1592,developer,"It is okay, nothing special just average experience not worth the money",410
1593,developer,"This is the worst thing ever, very bad and disappointing totally worth the time",319
1594,student,"I absolutely love this experience, it is amazing and wonderful pretty decent overall",231
1595,traveler,"I absolutely love this experience, it is amazing and wonderful would not try again",425
1596,traveler,"I absolutely love this experience, it is amazing and wonderful highly recommend to everyone",96
1597,foodie,"This is the worst thing ever, very bad and disappointing highly recommend to everyone",313
1598,traveler,"I absolutely love this experience, it is amazing and wonderful would not try again",93
1599,traveler,"It is okay, nothing special just average experience totally worth the time",95
1600,student,"It is okay, nothing special just average experience pretty decent overall",37
1601,fitness,"I absolutely love this experience, it is amazing and wonderful highly recommend to everyone",424
1602,foodie,"This is the worst thing ever, very bad and disappointing highly recommend to everyone",104
1603,student,"I absolutely love this experience, it is amazing and wonderful would not try again",411
1604,developer,"It is okay, nothing special just average experience totally worth the time",180
1605,traveler,"This is the worst thing ever, very bad and disappointing totally worth the time",34
1606,developer,"It is okay, nothing special just average experience pretty decent overall",71
1607,fitness,"It is okay, nothing special just average experience pretty decent overall",269
1608,student,"This is the worst thing ever, very bad and disappointing totally worth the time",247
1609,fitness,"I absolutely love this experience, it is amazing and wonderful totally worth the time",207
1610,traveler,"It is okay, nothing special just average experience pretty decent overall",463
1611,traveler,"This is the worst thing ever, very bad and disappointing pretty decent overall",469
1612,student,"This is the worst thing ever, very bad and disappointing would not try again",412
1613,developer,"It is okay, nothing special just average experience totally worth the time",88
1614,student,"I absolutely love this experience, it is amazing and wonderful would not try again",119
1615,fitness,"I absolutely love this experience, it is amazing and wonderful totally worth the time",219
1616,foodie,"It is okay, nothing special just average experience would not try again",63
1617,traveler,"I absolutely love this experience, it is amazing and wonderful would not try again",149
1618,student,"It is okay, nothing special just average experience pretty decent overall",12
1619,developer,"I absolutely love this experience, it is amazing and wonderful would not try again",436
1620,foodie,"I absolutely love this experience, it is amazing and wonderful would not try again",137
1621,traveler,"This is the worst thing ever, very bad and disappointing highly recommend to everyone",442
1622,student,"It is okay, nothing special just average experience totally worth the time",280
1623,student,"This is the worst thing ever, very bad and disappointing would not try again",439
1624,developer,"I absolutely love this experience, it is amazing and wonderful pretty decent overall",13
1625,foodie,"This is the worst thing ever, very bad and disappointing would not try again",254
1626,developer,"This is the worst thing ever, very bad and disappointing would not try again",47
1627,fitness,"I absolutely love this experience, it is amazing and wonderful pretty decent overall",214
1628,traveler,"I absolutely love this experience, it is amazing and wonderful pretty decent overall",10
1629,foodie,"It is okay, nothing special just average experience pretty decent overall",208
1630,developer,"This is the worst thing ever, very bad and disappointing pretty decent overall",470
1631,fitness,"I absolutely love this experience, it is amazing and wonderful totally worth the time",59
1632,developer,"It is okay, nothing special just average experience totally worth the time",444
1633,developer,"This is the worst thing ever, very bad and disappointing totally worth the time",314
1634,traveler,"I absolutely love this experience, it is amazing and wonderful not worth the money",25
1635,fitness,"This is the worst thing ever, very bad and disappointing would not try again",380
1636,fitness,"I absolutely love this experience, it is amazing and wonderful pretty decent overall",289
1637,student,"I absolutely love this experience, it is amazing and wonderful not worth the money",73
1638,student,"It is okay, nothing special just average experience pretty decent overall",229
1639,fitness,"This is the worst thing ever, very bad and disappointing not worth the money",377
1640,foodie,"It is okay, nothing special just average experience pretty decent overall",293
1641,foodie,"This is the worst thing ever, very bad and disappointing highly recommend to everyone",478
1642,foodie,"It is okay, nothing special just average experience would not try again",72
1643,fitness,"I absolutely love this experience, it is amazing and wonderful not worth the money",129
1644,developer,"This is the worst thing ever, very bad and disappointing totally worth the time",257
1645,foodie,"This is the worst thing ever, very bad and disappointing pretty decent overall",201
1646,fitness,"This is the worst thing ever, very bad and disappointing pretty decent overall",126
1647,traveler,"This is the worst thing ever, very bad and disappointing pretty decent overall",434
1648,student,"I absolutely love this experience, it is amazing and wonderful not worth the money",487
1649,fitness,"I absolutely love this experience, it is amazing and wonderful totally worth the time",253
1650,traveler,"It is okay, nothing special just average experience highly recommend to everyone",149
1651,fitness,"This is the worst thing ever, very bad and disappointing pretty decent overall",360
1652,traveler,"I absolutely love this experience, it is amazing and wonderful pretty decent overall",495
1653,developer,"I absolutely love this experience, it is amazing and wonderful would not try again",382
1654,fitness,"It is okay, nothing special just average experience not worth the money",46
1655,foodie,"I absolutely love this experience, it is amazing and wonderful pretty decent overall",110
1656,traveler,"I absolutely love this experience, it is amazing and wonderful pretty decent overall",423
1657,fitness,"I absolutely love this experience, it is amazing and wonderful not worth the money",98
1658,fitness,"It is okay, nothing special just average experience would not try again",164
1659,traveler,"This is the worst thing ever, very bad and disappointing would not try again",201
1660,student,"It is okay, nothing special just average experience pretty decent overall",296
1661,fitness,"It is okay, nothing special just average experience not worth the money",64
1662,foodie,"I absolutely love this experience, it is amazing and wonderful totally worth the time",137
1663,fitness,"This is the worst thing ever, very bad and disappointing not worth the money",406
1664,traveler,"This is the worst thing ever, very bad and disappointing highly recommend to everyone",165
1665,foodie,"It is okay, nothing special just average experience not worth the money",136
1666,student,"This is the worst thing ever, very bad and disappointing would not try again",336
1667,foodie,"I absolutely love this experience, it is amazing and wonderful highly recommend to everyone",92
1668,foodie,"It is okay, nothing special just average experience pretty decent overall",433
1669,foodie,"This is the worst thing ever, very bad and disappointing totally worth the time",343
1670,foodie,"This is the worst thing ever, very bad and disappointing totally worth the time",478
1671,student,"I absolutely love this experience, it is amazing and wonderful pretty decent overall",366
1672,traveler,"I absolutely love this experience, it is amazing and wonderful not worth the money",469
1673,fitness,"I absolutely love this experience, it is amazing and wonderful not worth the money",231
1674,traveler,"I absolutely love this experience, it is amazing and wonderful not worth the money",400
1675,fitness,"It is okay, nothing special just average experience totally worth the time",204
1676,developer,"This is the worst thing ever, very bad and disappointing totally worth the time",203
1677,traveler,"It is okay, nothing special just average experience totally worth the time",284
1678,fitness,"This is the worst thing ever, very bad and disappointing highly recommend to everyone",463
1679,student,"It is okay, nothing special just average experience highly recommend to everyone",138
1680,fitness,"It is okay, nothing special just average experience pretty decent overall",338
1681,fitness,"This is the worst thing ever, very bad and disappointing would not try again",258
1682,fitness,"This is the worst thing ever, very bad and disappointing highly recommend to everyone",316
1683,developer,"It is okay, nothing special just average experience would not try again",364
1684,traveler,"This is the worst thing ever, very bad and disappointing pretty decent overall",443
1685,student,"This is the worst thing ever, very bad and disappointing would not try again",219
1686,traveler,"It is okay, nothing special just average experience highly recommend to everyone",249
1687,traveler,"This is the worst thing ever, very bad and disappointing pretty decent overall",153
1688,developer,"I absolutely love this experience, it is amazing and wonderful highly recommend to everyone",416
1689,student,"I absolutely love this experience, it is amazing and wonderful pretty decent overall",410
1690,traveler,"I absolutely love this experience, it is amazing and wonderful totally worth the time",330
1691,student,"This is the worst thing ever, very bad and disappointing would not try again",180
1692,developer,"It is okay, nothing special just average experience highly recommend to everyone",161
1693,fitness,"It is okay, nothing special just average experience not worth the money",11
1694,foodie,"It is okay, nothing special just average experience not worth the money",479
1695,developer,"This is the worst thing ever, very bad and disappointing would not try again",28
1696,developer,"It is okay, nothing special just average experience not worth the money",70
1697,developer,"This is the worst thing ever, very bad and disappointing totally worth the time",455
1698,developer,"I absolutely love this experience, it is amazing and wonderful would not try again",82
1699,foodie,"This is the worst thing ever, very bad and disappointing highly recommend to everyone",397
1700,student,"I absolutely love this experience, it is amazing and wonderful highly recommend to everyone",356
1701,traveler,"This is the worst thing ever, very bad and disappointing would not try again",117
1702,student,"I absolutely love this experience, it is amazing and wonderful pretty decent overall",220
1703,developer,"This is the worst thing ever, very bad and disappointing highly recommend to everyone",357
1704,foodie,"It is okay, nothing special just average experience would not try again",86
1705,foodie,"This is the worst thing ever, very bad and disappointing highly recommend to everyone",160
1706,traveler,"I absolutely love this experience, it is amazing and wonderful not worth the money",364
1707,fitness,"I absolutely love this experience, it is amazing and wonderful not worth the money",400
1708,fitness,"It is okay, nothing special just average experience pretty decent overall",111
1709,fitness,"It is okay, nothing special just average experience would not try again",447
1710,traveler,"It is okay, nothing special just average experience totally worth the time",364
1711,student,"This is the worst thing ever, very bad and disappointing highly recommend to everyone",192
1712,traveler,"This is the worst thing ever, very bad and disappointing highly recommend to everyone",399
1713,foodie,"It is okay, nothing special just average experience would not try again",45
1714,developer,"It is okay, nothing special just average experience highly recommend to everyone",413
1715,developer,"I absolutely love this experience, it is amazing and wonderful would not try again",41
1716,foodie,"This is the worst thing ever, very bad and disappointing totally worth the time",152
1717,traveler,"I absolutely love this experience, it is amazing and wonderful totally worth the time",375
1718,student,"I absolutely love this experience, it is amazing and wonderful highly recommend to everyone",478
1719,developer,"It is okay, nothing special just average experience not worth the money",302
1720,developer,"This is the worst thing ever, very bad and disappointing highly recommend to everyone",123
1721,student,"It is okay, nothing special just average experience not worth the money",219
1722,student,"I absolutely love this experience, it is amazing and wonderful not worth the money",307
1723,foodie,"It is okay, nothing special just average experience totally worth the time",120
1724,foodie,"I absolutely love this experience, it is amazing and wonderful not worth the money",337
1725,student,"I absolutely love this experience, it is amazing and wonderful highly recommend to everyone",118
1726,developer,"It is okay, nothing special just average experience totally worth the time",135
1727,developer,"It is okay, nothing special just average experience pretty decent overall",443
1728,student,"This is the worst thing ever, very bad and disappointing not worth the money",250
1729,traveler,"I absolutely love this experience, it is amazing and wonderful totally worth the time",175
1730,student,"It is okay, nothing special just average experience pretty decent overall",45
1731,developer,"It is okay, nothing special just average experience totally worth the time",11
1732,student,"It is okay, nothing special just average experience highly recommend to everyone",248
1733,traveler,"It is okay, nothing special just average experience totally worth the time",130
1734,foodie,"This is the worst thing ever, very bad and disappointing totally worth the time",466
1735,student,"This is the worst thing ever, very bad and disappointing would not try again",78
1736,traveler,"This is the worst thing ever, very bad and disappointing totally worth the time",448
1737,foodie,"This is the worst thing ever, very bad and disappointing would not try again",138
1738,fitness,"This is the worst thing ever, very bad and disappointing highly recommend to everyone",206
1739,fitness,"It is okay, nothing special just average experience totally worth the time",417
1740,student,"I absolutely love this experience, it is amazing and wonderful would not try again",499
1741,fitness,"It is okay, nothing special just average experience pretty decent overall",160
1742,foodie,"This is the worst thing ever, very bad and disappointing would not try again",74
1743,student,"This is the worst thing ever, very bad and disappointing would not try again",337
1744,fitness,"I absolutely love this experience, it is amazing and wonderful would not try again",302
1745,student,"I absolutely love this experience, it is amazing and wonderful totally worth the time",440
1746,fitness,"I absolutely love this experience, it is amazing and wonderful would not try again",279
1747,developer,"I absolutely love this experience, it is amazing and wonderful totally worth the time",479
1748,fitness,"It is okay, nothing special just average experience would not try again",232
1749,foodie,"It is okay, nothing special just average experience not worth the money",489
1750,traveler,"This is the worst thing ever, very bad and disappointing highly recommend to everyone",299
1751,fitness,"I absolutely love this experience, it is amazing and wonderful not worth the money",19
1752,fitness,"This is the worst thing ever, very bad and disappointing highly recommend to everyone",366
1753,student,"This is the worst thing ever, very bad and disappointing would not try again",376
1754,fitness,"This is the worst thing ever, very bad and disappointing pretty decent overall",98
1755,foodie,"I absolutely love this experience, it is amazing and wonderful not worth the money",420
1756,traveler,"This is the worst thing ever, very bad and disappointing would not try again",125
1757,fitness,"I absolutely love this experience, it is amazing and wonderful totally worth the time",289
1758,developer,"This is the worst thing ever, very bad and disappointing would not try again",56
1759,student,"This is the worst thing ever, very bad and disappointing would not try again",31
1760,traveler,"It is okay, nothing special just average experience would not try again",472
1761,developer,"I absolutely love this experience, it is amazing and wonderful highly recommend to everyone",147
1762,developer,"I absolutely love this experience, it is amazing and wonderful totally worth the time",146
1763,student,"It is okay, nothing special just average experience would not try again",153
1764,foodie,"I absolutely love this experience, it is amazing and wonderful pretty decent overall",412
1765,fitness,"I absolutely love this experience, it is amazing and wonderful totally worth the time",38
1766,fitness,"This is the worst thing ever, very bad and disappointing would not try again",307
1767,foodie,"This is the worst thing ever, very bad and disappointing pretty decent overall",340
1768,developer,"This is the worst thing ever, very bad and disappointing not worth the money",236
1769,developer,"It is okay, nothing special just average experience would not try again",159
1770,developer,"This is the worst thing ever, very bad and disappointing highly recommend to everyone",135
1771,fitness,"I absolutely love this experience, it is amazing and wonderful not worth the money",218
1772,traveler,"This is the worst thing ever, very bad and disappointing not worth the money",246
1773,traveler,"I absolutely love this experience, it is amazing and wonderful highly recommend to everyone",91
1774,traveler,"I absolutely love this experience, it is amazing and wonderful totally worth the time",312
1775,traveler,"It is okay, nothing special just average experience not worth the money",53
1776,student,"It is okay, nothing special just average experience pretty decent overall",179
1777,developer,"This is the worst thing ever, very bad and disappointing highly recommend to everyone",379
1778,fitness,"I absolutely love this experience, it is amazing and wonderful not worth the money",342
1779,fitness,"This is the worst thing ever, very bad and disappointing pretty decent overall",112
1780,student,"I absolutely love this experience, it is amazing and wonderful would not try again",273
1781,student,"I absolutely love this experience, it is amazing and wonderful pretty decent overall",207
1782,fitness,"I absolutely love this experience, it is amazing and wonderful highly recommend to everyone",420
1783,foodie,"It is okay, nothing special just average experience not worth the money",248
1784,fitness,"It is okay, nothing special just average experience pretty decent overall",138
1785,developer,"I absolutely love this experience, it is amazing and wonderful would not try again",107
1786,developer,"This is the worst thing ever, very bad and disappointing pretty decent overall",223
1787,foodie,"This is the worst thing ever, very bad and disappointing not worth the money",494
1788,traveler,"It is okay, nothing special just average experience not worth the money",67
1789,developer,"This is the worst thing ever, very bad and disappointing highly recommend to everyone",154
1790,traveler,"I absolutely love this experience, it is amazing and wonderful not worth the money",411
1791,developer,"This is the worst thing ever, very bad and disappointing highly recommend to everyone",162
1792,fitness,"I absolutely love this experience, it is amazing and wonderful totally worth the time",464
1793,student,"This is the worst thing ever, very bad and disappointing totally worth the time",37
1794,traveler,"It is okay, nothing special just average experience totally worth the time",338
1795,developer,"It is okay, nothing special just average experience would not try again",354
1796,foodie,"This is the worst thing ever, very bad and disappointing would not try again",118
1797,fitness,"This is the worst thing ever, very bad and disappointing would not try again",251
1798,traveler,"I absolutely love this experience, it is amazing and wonderful pretty decent overall",10
1799,foodie,"I absolutely love this experience, it is amazing and wonderful pretty decent overall",10
1800,foodie,"This is the worst thing ever, very bad and disappointing not worth the money",73
1801,student,"I absolutely love this experience, it is amazing and wonderful totally worth the time",434
1802,foodie,"This is the worst thing ever, very bad and disappointing highly recommend to everyone",408
1803,traveler,"I absolutely love this experience, it is amazing and wonderful highly recommend to everyone",471
1804,developer,"This is the worst thing ever, very bad and disappointing pretty decent overall",112
1805,traveler,"This is the worst thing ever, very bad and disappointing totally worth the time",86
1806,student,"This is the worst thing ever, very bad and disappointing not worth the money",375
1807,traveler,"This is the worst thing ever, very bad and disappointing would not try again",445
1808,foodie,"This is the worst thing ever, very bad and disappointing pretty decent overall",85
1809,student,"This is the worst thing ever, very bad and disappointing would not try again",371
1810,student,"I absolutely love this experience, it is amazing and wonderful highly recommend to everyone",346
1811,traveler,"This is the worst thing ever, very bad and disappointing highly recommend to everyone",55
1812,fitness,"I absolutely love this experience, it is amazing and wonderful would not try again",415
1813,student,"I absolutely love this experience, it is amazing and wonderful not worth the money",95
1814,fitness,"This is the worst thing ever, very bad and disappointing totally worth the time",218
1815,foodie,"I absolutely love this experience, it is amazing and wonderful would not try again",391
1816,developer,"I absolutely love this experience, it is amazing and wonderful highly recommend to everyone",464
1817,fitness,"This is the worst thing ever, very bad and disappointing not worth the money",295
1818,developer,"I absolutely love this experience, it is amazing and wonderful not worth the money",395
1819,student,"I absolutely love this experience, it is amazing and wonderful would not try again",147
1820,traveler,"I absolutely love this experience, it is amazing and wonderful highly recommend to everyone",346
1821,developer,"This is the worst thing ever, very bad and disappointing pretty decent overall",436
1822,foodie,"It is okay, nothing special just average experience highly recommend to everyone",89
1823,fitness,"It is okay, nothing special just average experience not worth the money",65
1824,student,"I absolutely love this experience, it is amazing and wonderful totally worth the time",232
1825,foodie,"This is the worst thing ever, very bad and disappointing highly recommend to everyone",21
1826,traveler,"I absolutely love this experience, it is amazing and wonderful totally worth the time",152
1827,developer,"It is okay, nothing special just average experience highly recommend to everyone",358
1828,student,"It is okay, nothing special just average experience pretty decent overall",86
1829,fitness,"It is okay, nothing special just average experience totally worth the time",415
1830,foodie,"This is the worst thing ever, very bad and disappointing pretty decent overall",216
1831,foodie,"I absolutely love this experience, it is amazing and wonderful totally worth the time",323
1832,foodie,"I absolutely love this experience, it is amazing and wonderful not worth the money",496
1833,traveler,"I absolutely love this experience, it is amazing and wonderful highly recommend to everyone",225
1834,student,"This is the worst thing ever, very bad and disappointing would not try again",302
1835,foodie,"It is okay, nothing special just average experience pretty decent overall",382
1836,developer,"It is okay, nothing special just average experience would not try again",355
1837,student,"It is okay, nothing special just average experience highly recommend to everyone",500
1838,foodie,"It is okay, nothing special just average experience pretty decent overall",241
1839,foodie,"This is the worst thing ever, very bad and disappointing totally worth the time",459
1840,fitness,"It is okay, nothing special just average experience pretty decent overall",136
1841,fitness,"This is the worst thing ever, very bad and disappointing totally worth the time",114
1842,foodie,"This is the worst thing ever, very bad and disappointing highly recommend to everyone",302
1843,student,"This is the worst thing ever, very bad and disappointing not worth the money",423
1844,fitness,"This is the worst thing ever, very bad and disappointing totally worth the time",249
1845,developer,"It is okay, nothing special just average experience highly recommend to everyone",69
1846,fitness,"This is the worst thing ever, very bad and disappointing highly recommend to everyone",403
1847,developer,"This is the worst thing ever, very bad and disappointing highly recommend to everyone",145
1848,developer,"I absolutely love this experience, it is amazing and wonderful not worth the money",234
1849,fitness,"I absolutely love this experience, it is amazing and wonderful pretty decent overall",48
1850,developer,"This is the worst thing ever, very bad and disappointing highly recommend to everyone",300
1851,foodie,"I absolutely love this experience, it is amazing and wonderful pretty decent overall",369
1852,developer,"This is the worst thing ever, very bad and disappointing would not try again",392
1853,student,"I absolutely love this experience, it is amazing and wonderful would not try again",138
1854,developer,"It is okay, nothing special just average experience would not try again",286
1855,fitness,"This is the worst thing ever, very bad and disappointing highly recommend to everyone",341
1856,student,"This is the worst thing ever, very bad and disappointing highly recommend to everyone",426
1857,developer,"I absolutely love this experience, it is amazing and wonderful pretty decent overall",56
1858,foodie,"It is okay, nothing special just average experience pretty decent overall",259
1859,traveler,"It is okay, nothing special just average experience totally worth the time",252
1860,student,"This is the worst thing ever, very bad and disappointing totally worth the time",84
1861,developer,"This is the worst thing ever, very bad and disappointing highly recommend to everyone",490
1862,fitness,"This is the worst thing ever, very bad and disappointing not worth the money",276
1863,fitness,"This is the worst thing ever, very bad and disappointing pretty decent overall",231
1864,traveler,"This is the worst thing ever, very bad and disappointing not worth the money",381
1865,foodie,"It is okay, nothing special just average experience highly recommend to everyone",91
1866,student,"I absolutely love this experience, it is amazing and wonderful totally worth the time",338
1867,fitness,"It is okay, nothing special just average experience totally worth the time",489
1868,foodie,"It is okay, nothing special just average experience pretty decent overall",198
1869,fitness,"It is okay, nothing special just average experience highly recommend to everyone",384
1870,traveler,"I absolutely love this experience, it is amazing and wonderful highly recommend to everyone",475
1871,traveler,"I absolutely love this experience, it is amazing and wonderful pretty decent overall",329
1872,foodie,"It is okay, nothing special just average experience not worth the money",202
1873,student,"I absolutely love this experience, it is amazing and wonderful would not try again",22
1874,foodie,"This is the worst thing ever, very bad and disappointing would not try again",305
1875,foodie,"It is okay, nothing special just average experience would not try again",397
1876,foodie,"I absolutely love this experience, it is amazing and wonderful pretty decent overall",206
1877,foodie,"I absolutely love this experience, it is amazing and wonderful highly recommend to everyone",468
1878,developer,"This is the worst thing ever, very bad and disappointing highly recommend to everyone",217
1879,traveler,"It is okay, nothing special just average experience pretty decent overall",313
1880,developer,"It is okay, nothing special just average experience highly recommend to everyone",227
1881,developer,"I absolutely love this experience, it is amazing and wonderful pretty decent overall",267
1882,developer,"It is okay, nothing special just average experience totally worth the time",95
1883,foodie,"I absolutely love this experience, it is amazing and wonderful not worth the money",391
1884,traveler,"This is the worst thing ever, very bad and disappointing totally worth the time",359
1885,developer,"It is okay, nothing special just average experience highly recommend to everyone",193
1886,developer,"This is the worst thing ever, very bad and disappointing not worth the money",150
1887,foodie,"This is the worst thing ever, very bad and disappointing would not try again",304
1888,foodie,"This is the worst thing ever, very bad and disappointing highly recommend to everyone",491
1889,developer,"I absolutely love this experience, it is amazing and wonderful totally worth the time",439
1890,fitness,"This is the worst thing ever, very bad and disappointing totally worth the time",440
1891,developer,"I absolutely love this experience, it is amazing and wonderful highly recommend to everyone",240
1892,fitness,"This is the worst thing ever, very bad and disappointing not worth the money",323
1893,foodie,"It is okay, nothing special just average experience totally worth the time",357
1894,fitness,"This is the worst thing ever, very bad and disappointing highly recommend to everyone",298
1895,foodie,"I absolutely love this experience, it is amazing and wonderful highly recommend to everyone",332
1896,foodie,"I absolutely love this experience, it is amazing and wonderful totally worth the time",420
1897,fitness,"It is okay, nothing special just average experience pretty decent overall",277
1898,student,"It is okay, nothing special just average experience would not try again",484
1899,fitness,"It is okay, nothing special just average experience not worth the money",317
1900,student,"It is okay, nothing special just average experience pretty decent overall",276
1901,foodie,"I absolutely love this experience, it is amazing and wonderful pretty decent overall",179
1902,developer,"I absolutely love this experience, it is amazing and wonderful would not try again",295
1903,foodie,"It is okay, nothing special just average experience pretty decent overall",155
1904,student,"It is okay, nothing special just average experience not worth the money",146
1905,student,"This is the worst thing ever, very bad and disappointing pretty decent overall",250
1906,traveler,"I absolutely love this experience, it is amazing and wonderful highly recommend to everyone",161
1907,developer,"This is the worst thing ever, very bad and disappointing not worth the money",287
1908,foodie,"It is okay, nothing special just average experience totally worth the time",246
1909,traveler,"This is the worst thing ever, very bad and disappointing pretty decent overall",479
1910,student,"It is okay, nothing special just average experience not worth the money",319
1911,student,"It is okay, nothing special just average experience not worth the money",313
1912,traveler,"I absolutely love this experience, it is amazing and wonderful totally worth the time",425
1913,student,"It is okay, nothing special just average experience would not try again",94
1914,foodie,"It is okay, nothing special just average experience pretty decent overall",85
1915,foodie,"I absolutely love this experience, it is amazing and wonderful would not try again",272
1916,fitness,"This is the worst thing ever, very bad and disappointing highly recommend to everyone",200
1917,foodie,"I absolutely love this experience, it is amazing and wonderful not worth the money",499
1918,foodie,"It is okay, nothing special just average experience not worth the money",242
1919,fitness,"I absolutely love this experience, it is amazing and wonderful not worth the money",437
1920,fitness,"This is the worst thing ever, very bad and disappointing pretty decent overall",418
1921,foodie,"It is okay, nothing special just average experience totally worth the time",208
1922,fitness,"This is the worst thing ever, very bad and disappointing would not try again",287
1923,fitness,"This is the worst thing ever, very bad and disappointing would not try again",231
1924,developer,"It is okay, nothing special just average experience highly recommend to everyone",351
1925,foodie,"It is okay, nothing special just average experience would not try again",19
1926,student,"I absolutely love this experience, it is amazing and wonderful not worth the money",263
1927,traveler,"It is okay, nothing special just average experience highly recommend to everyone",390
1928,traveler,"I absolutely love this experience, it is amazing and wonderful totally worth the time",173
1929,student,"I absolutely love this experience, it is amazing and wonderful not worth the money",499
1930,developer,"I absolutely love this experience, it is amazing and wonderful pretty decent overall",188
