car_id,brand,model,price_lakh,fuel_type,mileage_kmpl,city,sales_person_rating,customer_review
649,Toyota,Swift,31.76,Diesel,18.47,Bangalore,3.3,Great performance and smooth drive
650,Hyundai,Fortuner,59.35,Electric,29.47,Mumbai,3.4,Amazing experience overall
651,Maruti,X5,43.33,Diesel,26.73,Delhi,3.2,Value for money car
652,Toyota,X5,25.86,Hybrid,26.38,Bangalore,3.4,Value for money car
653,Maruti,Fortuner,47.18,Diesel,11.83,Mumbai,4.8,Not satisfied with service
654,Mahindra,X5,15.61,Hybrid,20.73,Delhi,4.8,Great performance and smooth drive
655,Tata,Swift,72.91,Petrol,24.05,Pune,3.6,Not satisfied with service
656,Hyundai,Fortuner,73.8,Petrol,16.14,Chennai,4.9,Excellent features and comfort
657,Hyundai,i20,71.69,Electric,24.95,Ahmedabad,4.7,Could be better in terms of features
658,Honda,Swift,73.78,Petrol,19.52,Bangalore,3.9,Not satisfied with service
659,Maruti,Nexon,51.6,Hybrid,26.59,Ahmedabad,4.0,Value for money car
660,Toyota,XUV700,17.72,Petrol,16.86,Delhi,4.7,Could be better in terms of features
661,Mahindra,City,67.77,Electric,20.6,Mumbai,3.5,Not satisfied with service
662,Toyota,Seltos,30.66,Hybrid,13.15,Pune,4.3,Great performance and smooth drive
663,Honda,City,59.22,Hybrid,22.93,Mumbai,4.7,Value for money car
664,Tata,City,31.51,Hybrid,11.19,Chennai,4.2,Could be better in terms of features
665,Honda,i20,57.84,Hybrid,13.25,Bangalore,3.4,Excellent features and comfort
666,Toyota,Seltos,67.35,Hybrid,28.4,Chennai,4.3,Value for money car
667,Toyota,XUV700,64.4,Diesel,27.29,Bangalore,4.6,Could be better in terms of features
668,Mahindra,Fortuner,76.17,Electric,23.15,Chennai,4.6,Value for money car
669,Toyota,Nexon,51.8,Hybrid,23.28,Bangalore,4.3,Could be better in terms of features
670,Toyota,i20,14.9,Diesel,17.84,Ahmedabad,4.6,Not satisfied with service
671,Mahindra,Nexon,37.56,Hybrid,10.74,Mumbai,4.9,Mileage is decent but price is high
672,BMW,Fortuner,62.4,Diesel,25.19,Chennai,4.1,Value for money car
673,BMW,XUV700,16.91,Electric,22.67,Bangalore,4.9,Great performance and smooth drive
674,Kia,X5,51.13,Petrol,16.19,Chennai,4.2,Not satisfied with service
675,Kia,Swift,74.83,Hybrid,12.75,Pune,5.0,Great performance and smooth drive
676,BMW,XUV700,66.28,Diesel,19.19,Ahmedabad,4.9,Could be better in terms of features
677,Hyundai,XUV700,76.75,Electric,20.35,Delhi,4.3,Amazing experience overall
678,Toyota,X5,56.5,Hybrid,10.34,Mumbai,4.9,Value for money car
679,BMW,X5,66.57,Electric,25.77,Mumbai,4.5,Excellent features and comfort
680,BMW,Fortuner,79.9,Hybrid,21.59,Chennai,3.9,Excellent features and comfort
681,Honda,XUV700,5.65,Hybrid,26.84,Ahmedabad,2.6,Amazing experience overall
682,Maruti,Seltos,21.96,Electric,14.4,Ahmedabad,3.3,Great performance and smooth drive
683,Toyota,XUV700,67.07,Hybrid,14.64,Chennai,5.0,Value for money car
684,Hyundai,City,11.62,Diesel,12.87,Pune,4.3,Could be better in terms of features
685,Maruti,Swift,54.89,Petrol,13.11,Chennai,2.7,Value for money car
686,Tata,Fortuner,29.63,Hybrid,28.35,Mumbai,4.7,Value for money car
687,Toyota,X5,59.41,Diesel,13.91,Chennai,4.0,Mileage is decent but price is high
688,Hyundai,Swift,68.76,Petrol,11.22,Mumbai,3.0,Mileage is decent but price is high
689,Kia,XUV700,66.16,Electric,19.32,Bangalore,3.9,Value for money car
690,BMW,Seltos,24.95,Diesel,29.51,Ahmedabad,4.4,Mileage is decent but price is high
691,Honda,City,73.06,Hybrid,26.49,Ahmedabad,4.3,Amazing experience overall
692,Mahindra,Swift,17.03,Petrol,18.62,Pune,4.0,Excellent features and comfort
693,Hyundai,City,45.45,Diesel,15.18,Bangalore,3.7,Amazing experience overall
694,Hyundai,Nexon,59.55,Petrol,26.41,Bangalore,3.4,Could be better in terms of features
695,Hyundai,City,30.36,Petrol,22.76,Ahmedabad,3.6,Not satisfied with service
696,BMW,X5,56.96,Diesel,18.87,Pune,4.1,Great performance and smooth drive
697,BMW,Fortuner,56.54,Petrol,20.44,Delhi,3.5,Amazing experience overall
698,Mahindra,Swift,26.64,Hybrid,23.41,Pune,3.7,Could be better in terms of features
699,BMW,X5,71.64,Hybrid,11.94,Ahmedabad,4.8,Great performance and smooth drive
700,Maruti,X5,38.61,Diesel,21.16,Pune,2.8,Could be better in terms of features
701,Hyundai,Swift,24.54,Hybrid,20.31,Mumbai,2.9,Excellent features and comfort
702,Hyundai,X5,60.14,Electric,15.61,Pune,3.8,Value for money car
703,BMW,City,50.44,Electric,13.36,Delhi,2.6,Mileage is decent but price is high
704,BMW,Seltos,51.57,Electric,12.59,Mumbai,3.3,Could be better in terms of features
705,Mahindra,Swift,14.88,Electric,15.08,Delhi,3.1,Could be better in terms of features
706,Kia,Swift,73.66,Petrol,21.92,Delhi,3.0,Value for money car
707,Toyota,City,52.25,Hybrid,23.49,Bangalore,4.5,Mileage is decent but price is high
708,Maruti,X5,39.1,Hybrid,16.67,Chennai,4.4,Could be better in terms of features
709,Toyota,City,61.0,Diesel,27.02,Delhi,3.1,Mileage is decent but price is high
710,Maruti,City,22.76,Diesel,11.04,Mumbai,2.7,Could be better in terms of features
711,Mahindra,X5,26.15,Petrol,29.98,Delhi,2.7,Excellent features and comfort
712,Kia,XUV700,67.0,Hybrid,21.89,Bangalore,3.9,Mileage is decent but price is high
713,Honda,Seltos,21.14,Petrol,23.38,Ahmedabad,4.6,Not satisfied with service
714,Maruti,Nexon,42.41,Diesel,20.83,Bangalore,3.2,Excellent features and comfort
715,Maruti,City,21.45,Petrol,10.02,Pune,3.0,Mileage is decent but price is high
716,Tata,Fortuner,46.95,Electric,11.18,Pune,4.8,Excellent features and comfort
717,Kia,XUV700,29.87,Petrol,28.3,Ahmedabad,2.8,Value for money car
718,Mahindra,i20,39.07,Electric,19.84,Pune,3.2,Value for money car
719,Tata,Seltos,72.33,Diesel,13.98,Chennai,3.5,Great performance and smooth drive
720,BMW,Fortuner,20.89,Diesel,22.92,Delhi,3.8,Mileage is decent but price is high
721,Tata,Swift,74.13,Hybrid,24.32,Mumbai,4.4,Excellent features and comfort
722,Tata,Seltos,14.24,Petrol,18.06,Chennai,3.9,Great performance and smooth drive
723,Toyota,X5,27.21,Hybrid,23.5,Bangalore,4.3,Value for money car
724,Mahindra,X5,65.79,Petrol,28.87,Ahmedabad,3.4,Value for money car
725,Toyota,X5,47.5,Diesel,20.14,Mumbai,4.6,Value for money car
726,Kia,X5,65.47,Diesel,25.61,Delhi,3.1,Value for money car
727,Toyota,City,10.15,Hybrid,21.75,Chennai,3.6,Not satisfied with service
728,Kia,X5,14.27,Electric,21.28,Mumbai,3.9,Could be better in terms of features
729,BMW,Nexon,45.27,Hybrid,10.94,Pune,4.7,Could be better in terms of features
730,Kia,Seltos,13.01,Electric,12.28,Mumbai,4.1,Not satisfied with service
731,BMW,Seltos,39.91,Electric,15.18,Chennai,3.4,Excellent features and comfort
732,Kia,Nexon,14.66,Hybrid,24.27,Mumbai,4.8,Excellent features and comfort
733,Kia,City,41.5,Petrol,29.21,Mumbai,3.8,Mileage is decent but price is high
734,Tata,Seltos,69.91,Electric,12.35,Pune,3.4,Excellent features and comfort
735,Maruti,XUV700,62.37,Electric,27.87,Pune,4.4,Amazing experience overall
736,Hyundai,Seltos,76.44,Hybrid,14.32,Bangalore,4.4,Could be better in terms of features
737,Mahindra,XUV700,44.16,Electric,16.28,Bangalore,3.7,Amazing experience overall
738,Toyota,Seltos,61.83,Petrol,22.48,Ahmedabad,4.9,Mileage is decent but price is high
739,Honda,Nexon,25.93,Electric,12.61,Chennai,2.6,Not satisfied with service
740,BMW,X5,5.34,Hybrid,16.92,Ahmedabad,3.5,Amazing experience overall
741,Mahindra,X5,55.08,Petrol,14.16,Chennai,3.9,Amazing experience overall
742,BMW,Swift,35.32,Petrol,26.78,Bangalore,2.7,Not satisfied with service
743,Hyundai,City,57.06,Hybrid,29.65,Chennai,2.7,Great performance and smooth drive
744,BMW,i20,57.16,Diesel,29.89,Mumbai,3.9,Mileage is decent but price is high
745,Honda,Seltos,38.65,Electric,29.85,Pune,3.9,Could be better in terms of features
746,Toyota,Swift,29.22,Diesel,28.51,Delhi,4.3,Amazing experience overall
747,Honda,X5,37.69,Petrol,18.48,Chennai,3.9,Could be better in terms of features
748,Maruti,XUV700,37.83,Electric,11.56,Bangalore,4.2,Great performance and smooth drive
749,Toyota,Seltos,75.05,Hybrid,29.18,Ahmedabad,4.0,Not satisfied with service
750,Hyundai,i20,47.68,Hybrid,15.78,Chennai,5.0,Not satisfied with service
751,Hyundai,XUV700,23.35,Diesel,29.95,Pune,4.0,Could be better in terms of features
752,BMW,Fortuner,29.0,Electric,14.04,Pune,4.0,Amazing experience overall
753,BMW,X5,65.66,Diesel,20.19,Bangalore,4.0,Not satisfied with service
754,Hyundai,Nexon,27.56,Petrol,13.54,Bangalore,4.4,Excellent features and comfort
755,Mahindra,XUV700,15.71,Electric,15.32,Chennai,4.8,Value for money car
756,Mahindra,Seltos,46.1,Petrol,29.38,Delhi,2.7,Great performance and smooth drive
757,Kia,X5,10.12,Petrol,20.12,Ahmedabad,4.2,Excellent features and comfort
758,Mahindra,Fortuner,29.92,Petrol,14.82,Chennai,2.6,Amazing experience overall
759,Tata,i20,27.75,Hybrid,12.28,Bangalore,3.3,Mileage is decent but price is high
760,Mahindra,i20,62.89,Electric,24.68,Ahmedabad,3.0,Great performance and smooth drive
761,Toyota,Nexon,39.64,Hybrid,20.11,Chennai,4.2,Excellent features and comfort
762,Kia,X5,76.99,Electric,16.79,Delhi,3.9,Value for money car
763,Mahindra,Nexon,43.53,Petrol,16.2,Pune,4.8,Great performance and smooth drive
764,Toyota,Nexon,18.5,Electric,26.22,Delhi,3.9,Value for money car
765,Mahindra,XUV700,51.89,Diesel,24.04,Delhi,4.2,Excellent features and comfort
766,Honda,i20,15.33,Electric,26.15,Bangalore,2.6,Excellent features and comfort
767,Tata,Swift,38.58,Petrol,13.74,Bangalore,4.5,Great performance and smooth drive
768,Honda,Nexon,62.93,Petrol,29.32,Mumbai,3.3,Not satisfied with service
769,Hyundai,i20,74.59,Diesel,25.33,Chennai,4.5,Amazing experience overall
770,Honda,XUV700,61.35,Hybrid,30.0,Delhi,2.8,Value for money car
771,Hyundai,Nexon,69.17,Hybrid,18.87,Pune,3.5,Mileage is decent but price is high
772,Tata,Swift,12.04,Petrol,17.77,Bangalore,3.8,Value for money car
773,BMW,X5,40.33,Petrol,12.63,Pune,3.8,Not satisfied with service
774,Kia,Seltos,9.34,Electric,15.69,Mumbai,3.1,Mileage is decent but price is high
775,Honda,X5,8.23,Hybrid,23.01,Chennai,4.2,Excellent features and comfort
776,Hyundai,XUV700,18.15,Diesel,23.82,Delhi,3.2,Could be better in terms of features
777,Tata,Swift,9.98,Electric,12.33,Chennai,3.2,Value for money car
778,Honda,Nexon,58.23,Electric,28.08,Ahmedabad,2.9,Mileage is decent but price is high
779,Maruti,Fortuner,46.07,Petrol,29.69,Ahmedabad,4.0,Excellent features and comfort
780,Maruti,Nexon,6.88,Petrol,15.53,Pune,4.4,Value for money car
781,Mahindra,X5,43.54,Petrol,20.18,Pune,4.3,Mileage is decent but price is high
782,Mahindra,Fortuner,46.68,Electric,12.72,Pune,3.0,Excellent features and comfort
783,Maruti,Fortuner,69.48,Diesel,21.08,Bangalore,3.5,Mileage is decent but price is high
784,Tata,XUV700,12.39,Electric,21.63,Chennai,4.6,Excellent features and comfort
785,Mahindra,i20,69.19,Petrol,25.54,Chennai,3.1,Great performance and smooth drive
786,Honda,i20,44.96,Petrol,11.36,Ahmedabad,3.4,Excellent features and comfort
787,Maruti,Swift,55.86,Hybrid,10.26,Bangalore,3.8,Not satisfied with service
788,Toyota,City,56.71,Hybrid,16.69,Ahmedabad,2.9,Excellent features and comfort
789,Toyota,Fortuner,7.17,Petrol,26.74,Pune,2.7,Amazing experience overall
790,Maruti,Seltos,31.94,Hybrid,11.79,Bangalore,4.5,Amazing experience overall
791,Honda,Nexon,44.3,Petrol,17.45,Delhi,5.0,Excellent features and comfort
792,Maruti,Seltos,65.07,Hybrid,14.29,Delhi,3.4,Could be better in terms of features
793,Honda,Nexon,22.58,Hybrid,24.65,Bangalore,3.4,Not satisfied with service
794,Toyota,i20,47.45,Petrol,11.6,Chennai,3.6,Could be better in terms of features
795,Honda,Fortuner,20.49,Diesel,27.73,Delhi,2.5,Excellent features and comfort
796,BMW,Swift,33.98,Diesel,11.05,Bangalore,4.2,Value for money car
797,BMW,Nexon,10.7,Electric,11.28,Chennai,2.6,Not satisfied with service
798,Mahindra,City,35.7,Hybrid,24.67,Bangalore,3.2,Not satisfied with service
799,Mahindra,Seltos,29.67,Electric,13.67,Bangalore,3.1,Not satisfied with service
800,Tata,i20,31.72,Petrol,20.65,Chennai,2.7,Could be better in terms of features
801,Honda,Seltos,42.75,Petrol,21.01,Chennai,4.9,Mileage is decent but price is high
802,Mahindra,X5,48.78,Electric,22.64,Pune,3.4,Could be better in terms of features
803,Toyota,X5,26.88,Hybrid,23.23,Mumbai,2.8,Excellent features and comfort
804,Tata,i20,76.86,Hybrid,28.55,Bangalore,2.6,Great performance and smooth drive
805,Honda,Nexon,51.77,Petrol,22.26,Chennai,3.1,Not satisfied with service
806,BMW,XUV700,17.81,Petrol,28.5,Bangalore,2.8,Great performance and smooth drive
807,Tata,Nexon,37.94,Diesel,28.9,Pune,4.8,Could be better in terms of features
808,Hyundai,Fortuner,70.59,Petrol,12.99,Pune,4.9,Amazing experience overall
809,Honda,Swift,31.78,Diesel,24.6,Delhi,4.1,Excellent features and comfort
810,Tata,X5,18.79,Diesel,23.36,Mumbai,3.0,Amazing experience overall
811,BMW,i20,65.26,Electric,12.25,Bangalore,3.9,Mileage is decent but price is high
812,Mahindra,X5,34.56,Petrol,28.57,Chennai,3.0,Value for money car
813,Toyota,Fortuner,61.31,Electric,15.56,Delhi,3.9,Amazing experience overall
814,Honda,XUV700,31.24,Hybrid,21.02,Pune,4.3,Mileage is decent but price is high
815,Hyundai,Fortuner,51.31,Electric,26.38,Ahmedabad,3.2,Amazing experience overall
816,Toyota,Swift,71.86,Diesel,11.19,Ahmedabad,3.3,Value for money car
817,BMW,Swift,18.85,Hybrid,13.29,Pune,3.3,Not satisfied with service
818,Hyundai,Swift,15.72,Electric,27.42,Delhi,3.9,Value for money car
819,Tata,X5,9.36,Diesel,18.69,Ahmedabad,4.8,Could be better in terms of features
820,Kia,XUV700,12.25,Petrol,11.7,Delhi,3.8,Amazing experience overall
821,Honda,Swift,24.35,Petrol,10.97,Chennai,4.7,Great performance and smooth drive
822,Maruti,XUV700,40.24,Hybrid,14.79,Ahmedabad,2.8,Great performance and smooth drive
823,Toyota,i20,24.13,Hybrid,23.05,Delhi,2.7,Excellent features and comfort
824,BMW,XUV700,30.19,Electric,21.11,Ahmedabad,3.2,Great performance and smooth drive
825,Maruti,i20,71.97,Electric,27.35,Ahmedabad,4.8,Amazing experience overall
826,Kia,X5,77.41,Petrol,24.79,Pune,3.5,Could be better in terms of features
827,Maruti,Seltos,68.66,Petrol,21.29,Delhi,3.7,Value for money car
828,Maruti,i20,37.09,Diesel,21.02,Mumbai,2.7,Mileage is decent but price is high
829,Tata,Nexon,10.7,Diesel,28.08,Mumbai,4.3,Value for money car
830,Hyundai,Nexon,42.13,Diesel,21.46,Chennai,5.0,Excellent features and comfort
831,Honda,i20,71.95,Hybrid,18.42,Ahmedabad,4.6,Great performance and smooth drive
832,Kia,Fortuner,11.97,Diesel,12.88,Pune,4.8,Could be better in terms of features
833,BMW,Fortuner,29.27,Hybrid,16.6,Mumbai,3.4,Great performance and smooth drive
834,Kia,City,68.34,Hybrid,28.77,Bangalore,3.2,Great performance and smooth drive
835,Honda,XUV700,35.05,Hybrid,26.76,Ahmedabad,3.5,Not satisfied with service
836,Honda,Fortuner,7.29,Petrol,22.6,Mumbai,5.0,Great performance and smooth drive
837,Toyota,i20,11.21,Diesel,16.64,Pune,2.7,Not satisfied with service
838,Tata,XUV700,29.89,Hybrid,18.85,Pune,4.0,Value for money car
839,Honda,Fortuner,55.18,Petrol,10.61,Ahmedabad,4.1,Not satisfied with service
840,Tata,XUV700,45.16,Hybrid,17.75,Ahmedabad,4.0,Amazing experience overall
841,Toyota,City,61.87,Petrol,27.93,Chennai,3.1,Mileage is decent but price is high
842,Toyota,City,73.02,Electric,26.97,Delhi,4.8,Could be better in terms of features
843,Mahindra,Swift,17.95,Petrol,26.25,Delhi,4.9,Mileage is decent but price is high
844,Hyundai,XUV700,13.69,Petrol,20.5,Pune,3.5,Not satisfied with service
845,Tata,i20,39.12,Electric,19.66,Bangalore,4.7,Value for money car
846,Hyundai,X5,48.76,Diesel,17.03,Bangalore,4.1,Great performance and smooth drive
847,Toyota,Swift,34.57,Hybrid,12.69,Delhi,3.2,Amazing experience overall
848,Tata,Fortuner,15.68,Petrol,14.3,Mumbai,3.9,Value for money car
849,Hyundai,Nexon,72.26,Hybrid,24.07,Bangalore,2.8,Excellent features and comfort
850,Maruti,XUV700,10.77,Electric,22.12,Delhi,4.3,Excellent features and comfort
851,Tata,Nexon,33.06,Petrol,12.27,Bangalore,4.1,Not satisfied with service
852,Hyundai,Seltos,17.32,Electric,13.96,Bangalore,4.7,Amazing experience overall
853,Tata,Fortuner,50.24,Diesel,20.47,Chennai,4.1,Value for money car
854,Mahindra,XUV700,60.72,Electric,28.83,Mumbai,4.1,Excellent features and comfort
855,Mahindra,Nexon,28.26,Hybrid,12.96,Ahmedabad,3.1,Mileage is decent but price is high
856,Honda,XUV700,44.42,Hybrid,22.52,Pune,3.8,Mileage is decent but price is high
857,BMW,XUV700,38.36,Hybrid,18.71,Delhi,4.4,Excellent features and comfort
858,Hyundai,City,8.78,Petrol,29.28,Ahmedabad,2.7,Mileage is decent but price is high
859,Honda,i20,46.46,Hybrid,19.89,Bangalore,3.1,Excellent features and comfort
860,Tata,X5,32.15,Petrol,28.42,Ahmedabad,2.6,Mileage is decent but price is high
861,Honda,City,58.86,Electric,19.88,Ahmedabad,3.3,Excellent features and comfort
862,Hyundai,Nexon,66.61,Electric,25.57,Chennai,3.3,Excellent features and comfort
863,Kia,XUV700,25.36,Electric,21.06,Chennai,4.4,Could be better in terms of features
864,BMW,Swift,22.26,Hybrid,14.5,Delhi,3.8,Could be better in terms of features
865,Honda,X5,22.5,Electric,20.22,Ahmedabad,4.6,Value for money car
866,Honda,Fortuner,29.59,Hybrid,12.84,Delhi,4.0,Mileage is decent but price is high
867,Toyota,Nexon,38.47,Electric,20.04,Delhi,2.8,Mileage is decent but price is high
868,Tata,XUV700,30.84,Petrol,19.14,Pune,3.0,Mileage is decent but price is high
869,Tata,i20,69.52,Diesel,15.11,Chennai,3.3,Excellent features and comfort
870,Kia,X5,48.61,Petrol,29.48,Mumbai,2.6,Not satisfied with service
871,Honda,XUV700,18.49,Petrol,12.3,Mumbai,2.9,Could be better in terms of features
872,Honda,Swift,76.36,Petrol,29.26,Pune,3.6,Not satisfied with service
873,Honda,Seltos,35.94,Hybrid,18.86,Pune,3.2,Mileage is decent but price is high
874,Honda,Nexon,15.45,Diesel,10.75,Bangalore,4.9,Amazing experience overall
875,Honda,Seltos,29.28,Petrol,11.35,Delhi,3.2,Not satisfied with service
876,Honda,XUV700,12.6,Electric,11.89,Pune,4.5,Mileage is decent but price is high
877,BMW,City,76.62,Hybrid,11.65,Ahmedabad,3.0,Not satisfied with service
878,BMW,X5,36.72,Electric,19.56,Ahmedabad,4.8,Value for money car
879,Hyundai,Fortuner,35.61,Hybrid,19.6,Delhi,4.2,Not satisfied with service
880,Kia,X5,35.78,Electric,26.0,Bangalore,3.8,Great performance and smooth drive
881,Toyota,Swift,78.08,Electric,29.76,Mumbai,3.7,Great performance and smooth drive
882,Mahindra,Seltos,19.62,Hybrid,16.27,Ahmedabad,5.0,Not satisfied with service
883,Honda,Swift,25.88,Diesel,22.42,Mumbai,3.4,Excellent features and comfort
884,Maruti,Nexon,20.27,Diesel,14.23,Mumbai,3.1,Great performance and smooth drive
885,BMW,Nexon,78.0,Diesel,15.47,Chennai,4.1,Amazing experience overall
886,Mahindra,City,18.23,Hybrid,21.21,Delhi,4.5,Could be better in terms of features
887,Tata,Seltos,79.35,Diesel,27.22,Pune,2.9,Value for money car
888,Maruti,Seltos,49.92,Electric,21.3,Pune,5.0,Value for money car
889,Tata,City,22.46,Hybrid,24.79,Mumbai,3.3,Excellent features and comfort
890,Toyota,Seltos,34.21,Petrol,26.9,Bangalore,4.5,Could be better in terms of features
891,Toyota,Seltos,10.37,Electric,16.82,Ahmedabad,4.6,Value for money car
892,Toyota,City,33.81,Hybrid,16.0,Delhi,3.7,Could be better in terms of features
893,Tata,Fortuner,7.82,Diesel,10.89,Pune,3.4,Amazing experience overall
894,Maruti,XUV700,74.25,Hybrid,18.34,Delhi,3.0,Great performance and smooth drive
895,BMW,X5,74.23,Petrol,16.26,Pune,4.0,Value for money car
896,Honda,Seltos,75.03,Petrol,18.31,Bangalore,3.6,Amazing experience overall
897,BMW,XUV700,23.51,Electric,22.47,Mumbai,3.4,Excellent features and comfort
898,Toyota,Nexon,72.67,Hybrid,29.96,Chennai,4.9,Could be better in terms of features
899,Kia,X5,11.25,Electric,28.89,Chennai,4.7,Not satisfied with service
900,Honda,City,38.03,Electric,24.18,Bangalore,2.6,Amazing experience overall
901,Honda,i20,51.82,Electric,19.82,Pune,3.5,Not satisfied with service
902,Maruti,Seltos,6.84,Diesel,19.17,Delhi,4.4,Value for money car
903,Honda,XUV700,69.94,Diesel,11.67,Delhi,3.5,Could be better in terms of features
904,Hyundai,Fortuner,78.88,Electric,23.67,Bangalore,3.4,Excellent features and comfort
905,Tata,Swift,18.47,Hybrid,22.51,Pune,3.5,Could be better in terms of features
906,BMW,Fortuner,21.57,Petrol,26.11,Ahmedabad,4.6,Great performance and smooth drive
907,Tata,Fortuner,32.31,Petrol,21.89,Delhi,4.7,Value for money car
908,BMW,XUV700,9.74,Hybrid,18.69,Bangalore,3.7,Great performance and smooth drive
909,Kia,Swift,12.88,Petrol,27.99,Mumbai,4.9,Mileage is decent but price is high
910,Maruti,X5,20.22,Petrol,26.55,Ahmedabad,4.0,Excellent features and comfort
911,BMW,Seltos,8.37,Petrol,16.82,Delhi,3.1,Amazing experience overall
912,Toyota,Swift,21.78,Electric,10.59,Pune,4.2,Mileage is decent but price is high
913,Kia,i20,77.46,Hybrid,21.18,Bangalore,4.4,Mileage is decent but price is high
914,BMW,XUV700,34.4,Electric,20.14,Pune,3.0,Could be better in terms of features
915,Maruti,Nexon,75.47,Hybrid,20.88,Ahmedabad,3.7,Excellent features and comfort
916,Toyota,XUV700,60.62,Petrol,14.06,Pune,2.9,Great performance and smooth drive
917,Maruti,X5,29.8,Hybrid,17.02,Delhi,4.3,Not satisfied with service
918,Toyota,XUV700,76.15,Hybrid,12.52,Chennai,4.8,Amazing experience overall
919,Mahindra,City,13.11,Diesel,15.59,Delhi,3.2,Mileage is decent but price is high
920,Tata,i20,67.99,Hybrid,19.89,Bangalore,3.8,Excellent features and comfort
921,Maruti,City,33.24,Diesel,12.32,Mumbai,3.6,Could be better in terms of features
922,BMW,Fortuner,6.62,Diesel,17.85,Ahmedabad,3.6,Excellent features and comfort
923,Mahindra,Seltos,26.42,Hybrid,28.4,Bangalore,3.0,Could be better in terms of features
924,Hyundai,Fortuner,24.51,Electric,27.69,Chennai,3.6,Great performance and smooth drive
925,Hyundai,City,20.91,Hybrid,21.24,Bangalore,3.4,Not satisfied with service
926,BMW,X5,54.73,Electric,27.69,Bangalore,4.5,Mileage is decent but price is high
927,Hyundai,City,66.5,Petrol,13.92,Mumbai,3.8,Could be better in terms of features
928,BMW,Swift,68.33,Electric,16.93,Delhi,3.9,Mileage is decent but price is high
929,Tata,XUV700,38.09,Diesel,16.53,Chennai,3.8,Not satisfied with service
930,Honda,Swift,10.17,Diesel,15.58,Pune,3.6,Excellent features and comfort
931,Tata,XUV700,19.89,Petrol,24.01,Bangalore,3.4,Excellent features and comfort
932,Toyota,Nexon,51.06,Diesel,24.72,Pune,3.2,Great performance and smooth drive
933,Mahindra,Seltos,24.77,Diesel,23.9,Delhi,4.8,Could be better in terms of features
934,Hyundai,i20,67.77,Hybrid,25.79,Mumbai,4.8,Could be better in terms of features
935,Honda,Nexon,32.35,Petrol,26.65,Mumbai,4.4,Amazing experience overall
936,Tata,Seltos,59.22,Petrol,11.16,Bangalore,4.5,Value for money car
937,Toyota,i20,65.38,Petrol,10.16,Ahmedabad,4.2,Mileage is decent but price is high
938,BMW,Swift,9.18,Hybrid,28.6,Ahmedabad,4.6,Great performance and smooth drive
939,Tata,i20,43.63,Hybrid,23.18,Bangalore,4.9,Great performance and smooth drive
940,Mahindra,Seltos,34.08,Diesel,23.22,Bangalore,2.9,Excellent features and comfort
941,Maruti,Nexon,51.24,Hybrid,23.5,Chennai,3.1,Mileage is decent but price is high
942,Honda,Nexon,13.8,Hybrid,28.74,Pune,3.6,Great performance and smooth drive
943,Toyota,Fortuner,34.32,Hybrid,17.61,Chennai,3.6,Value for money car
944,Maruti,Fortuner,17.64,Electric,27.74,Ahmedabad,3.3,Not satisfied with service
945,Honda,Fortuner,72.16,Electric,14.61,Pune,4.9,Excellent features and comfort
946,BMW,i20,62.02,Petrol,19.63,Bangalore,5.0,Great performance and smooth drive
947,BMW,Nexon,72.97,Electric,29.42,Chennai,4.0,Value for money car
948,Tata,Nexon,59.74,Hybrid,12.87,Ahmedabad,4.5,Great performance and smooth drive
949,Toyota,Fortuner,46.94,Hybrid,16.09,Ahmedabad,3.6,Great performance and smooth drive
950,Tata,X5,70.19,Diesel,15.32,Bangalore,3.3,Not satisfied with service
951,Maruti,Seltos,29.88,Hybrid,16.99,Pune,3.6,Could be better in terms of features
952,BMW,XUV700,52.46,Hybrid,15.14,Delhi,3.6,Mileage is decent but price is high
953,Kia,XUV700,12.06,Hybrid,15.64,Bangalore,4.3,Amazing experience overall
954,Tata,Seltos,36.75,Electric,25.28,Delhi,3.9,Could be better in terms of features
955,Toyota,Fortuner,47.41,Diesel,11.68,Pune,3.9,Excellent features and comfort
956,Mahindra,Seltos,12.78,Diesel,21.56,Chennai,3.5,Great performance and smooth drive
957,BMW,Fortuner,47.02,Electric,12.01,Bangalore,3.7,Great performance and smooth drive
958,Hyundai,City,17.72,Electric,13.14,Mumbai,3.5,Value for money car
959,Maruti,Seltos,54.86,Hybrid,18.14,Pune,4.2,Great performance and smooth drive
960,Maruti,Seltos,62.2,Electric,20.59,Pune,4.6,Value for money car
961,Mahindra,Nexon,43.69,Electric,28.48,Ahmedabad,4.5,Amazing experience overall
962,Mahindra,Nexon,73.29,Electric,28.51,Mumbai,4.4,Excellent features and comfort
963,Tata,X5,27.04,Petrol,15.52,Ahmedabad,3.3,Mileage is decent but price is high
964,Tata,Fortuner,51.92,Electric,27.43,Ahmedabad,2.5,Could be better in terms of features
965,Toyota,i20,61.79,Hybrid,14.5,Bangalore,3.4,Could be better in terms of features
966,Honda,i20,28.7,Petrol,17.24,Ahmedabad,3.3,Amazing experience overall
967,Toyota,X5,13.04,Electric,22.9,Mumbai,3.5,Mileage is decent but price is high
968,Toyota,Nexon,62.18,Petrol,29.4,Pune,2.7,Could be better in terms of features
969,Maruti,X5,29.96,Hybrid,16.71,Ahmedabad,3.9,Could be better in terms of features
970,BMW,Swift,18.19,Hybrid,20.7,Bangalore,4.0,Not satisfied with service
971,Hyundai,i20,6.84,Diesel,22.31,Delhi,2.8,Great performance and smooth drive
